state,district,month,risk_score,age_verification_decision,disaster_alert,kendra_action
Tamil Nadu,virudhunagar,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Tamil Nadu,virudhunagar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tamil Nadu,virudhunagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,adilabad,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,adilabad,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,adilabad,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,adilabad,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,bhadradri kothagudem,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,bhadradri kothagudem,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,bhadradri kothagudem,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,bhadradri kothagudem,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,bhadradri kothagudem,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,east godavari,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,east godavari,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,east godavari,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,east godavari,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,hanumakonda,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,hanumakonda,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hanumakonda,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hanumakonda,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hyderabad,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hyderabad,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hyderabad,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hyderabad,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hyderabad,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hyderabad,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hyderabad,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,hyderabad,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Telangana,jagitial,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jagitial,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jagitial,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,jagitial,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jangoan,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jangoan,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jangoan,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jangoan,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jayashankar bhupalpally,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jayashankar bhupalpally,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jayashankar bhupalpally,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,jayashankar bhupalpally,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jogulamba gadwal,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jogulamba gadwal,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,jogulamba gadwal,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,jogulamba gadwal,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,k v rangareddy,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,k v rangareddy,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,k v rangareddy,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,k v rangareddy,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,k v rangareddy,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,k v rangareddy,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,k v rangareddy,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,kamareddy,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,kamareddy,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,kamareddy,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,kamareddy,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,karimnagar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,karimnagar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,karimnagar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,karimnagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,khammam,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,khammam,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,khammam,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,khammam,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,komaram bheem,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,komaram bheem,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,komaram bheem,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,komaram bheem,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,mahabubabad,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,mahabubabad,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,mahabubabad,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,mahabubabad,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,mahabubnagar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,mahabubnagar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,mahabubnagar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,mahabubnagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,mancherial,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,mancherial,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,mancherial,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,mancherial,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,medak,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medak,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medak,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medak,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medchal malkajgiri,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medchal malkajgiri,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medchal malkajgiri,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medchal malkajgiri,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medchal malkajgiri,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medchal malkajgiri,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,medchal malkajgiri,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Telangana,mulugu,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,mulugu,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,mulugu,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,mulugu,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nagarkurnool,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nagarkurnool,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nagarkurnool,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nagarkurnool,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nalgonda,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nalgonda,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nalgonda,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,nalgonda,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,narayanpet,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,narayanpet,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,narayanpet,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,narayanpet,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nirmal,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nirmal,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,nirmal,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,nirmal,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nizamabad,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,nizamabad,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,nizamabad,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,nizamabad,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,peddapalli,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,peddapalli,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,peddapalli,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,peddapalli,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,rajanna sircilla,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,rajanna sircilla,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,rajanna sircilla,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,rajanna sircilla,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,rangareddy,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,rangareddy,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,rangareddy,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,rangareddy,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,sangareddy,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,sangareddy,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,siddipet,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,siddipet,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,siddipet,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,siddipet,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,suryapet,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,suryapet,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,suryapet,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,suryapet,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,vikarabad,9,,AGE_NOT_VERIFIED,WATCH,NORMAL_OPERATIONS
Telangana,vikarabad,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,vikarabad,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,vikarabad,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,wanaparthy,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,wanaparthy,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,wanaparthy,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,wanaparthy,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,warangal,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,warangal,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,warangal,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,warangal,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,warangal rural,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,warangal rural,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,warangal rural,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Telangana,warangal rural,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,warangal urban,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,warangal urban,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,warangal urban,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,warangal urban,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,yadadri,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,yadadri,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,yadadri,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Telangana,yadadri,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Tripura,dhalai,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,dhalai,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Tripura,dhalai,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,dhalai,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,dhalai,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Tripura,gomati,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,gomati,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Tripura,gomati,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Tripura,gomati,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,gomati,12,,AGE_NOT_VERIFIED,WATCH,NORMAL_OPERATIONS
Tripura,khowai,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,khowai,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,khowai,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,khowai,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Tripura,north tripura,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,north tripura,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,north tripura,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,north tripura,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Tripura,north tripura,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,north tripura,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,sepahijala,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,sepahijala,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Tripura,sepahijala,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,sepahijala,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,sepahijala,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Tripura,south tripura,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Tripura,south tripura,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,south tripura,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,south tripura,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,unakoti,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,unakoti,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,unakoti,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,unakoti,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Tripura,west tripura,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,west tripura,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,west tripura,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,west tripura,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Tripura,west tripura,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,agra,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,agra,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,agra,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,agra,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,agra,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,agra,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,agra,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,agra,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,agra,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,aligarh,3,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Uttar Pradesh,aligarh,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,aligarh,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,aligarh,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,aligarh,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,aligarh,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,aligarh,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,aligarh,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,aligarh,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,allahabad,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,allahabad,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,allahabad,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,allahabad,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,allahabad,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,allahabad,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,ambedkar nagar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,ambedkar nagar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,ambedkar nagar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,ambedkar nagar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,ambedkar nagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amethi,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amethi,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amethi,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amethi,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amroha,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amroha,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amroha,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amroha,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amroha,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,amroha,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Uttar Pradesh,auraiya,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,auraiya,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,auraiya,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,auraiya,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,ayodhya,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,ayodhya,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,ayodhya,11,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,ayodhya,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,azamgarh,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,azamgarh,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,azamgarh,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,azamgarh,9,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Uttar Pradesh,azamgarh,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,azamgarh,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,azamgarh,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Uttar Pradesh,baghpat,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,baghpat,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,baghpat,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,baghpat,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,baghpat,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,baghpat,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,baghpat,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,bahraich,3,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Uttar Pradesh,bahraich,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,bahraich,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,bahraich,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,bahraich,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,bahraich,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,bahraich,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Uttar Pradesh,bahraich,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
